

===============================================
2023-05-08 15:03:11

configs: configs/pattern.yml
dataset_name: PATTERN
max_seq_len: None
num_vocab: None
max_input_len: None
segment_pooling: None
num_rw_steps: 7
dim_pe: 16
in_dim: 3
out_dim: 2
node_num_types: None
edge_num_types: None
epochs: 100
scheduler: none
warmup: 5
batch_size: 32
lr: 0.0003
weight_decay: 1e-05
gconv_dim: 64
tlayer_dim: 64
gconv_attn_dropout: None
gconv_ffn_dropout: 0.0
tlayer_attn_dropout: 0.3
tlayer_ffn_dropout: 0.3
tlayer_ffn_hidden_times: 2
gconv_type: gcn
num_layers: 6
num_heads: 4
middle_layer_type: residual
skip_connection: short
readout: None
norm: bn
out_layer: 1
out_hidden_times: 1
save_state: True
seeds: 666



| Epoch    0 | Train e:  0.8631, T l:  0.3583 | Val e:  0.8631 | Test e:  0.8641 
| Epoch   54 | Train e:  0.8683, T l:  0.3044 | Val e:  0.8670 | Test e:  0.8687 
| Epoch   55 | Train e:  0.8677, T l:  0.3044 | Val e:  0.8665 | Test e:  0.8681 
| Epoch   56 | Train e:  0.8683, T l:  0.3045 | Val e:  0.8669 | Test e:  0.8687 
| Epoch   57 | Train e:  0.8686, T l:  0.3043 | Val e:  0.8671 | Test e:  0.8689 
| Epoch   58 | Train e:  0.8684, T l:  0.3041 | Val e:  0.8669 | Test e:  0.8685 
| Epoch   59 | Train e:  0.8685, T l:  0.3043 | Val e:  0.8669 | Test e:  0.8686 
| Epoch   60 | Train e:  0.8685, T l:  0.3040 | Val e:  0.8675 | Test e:  0.8684 
| Epoch   61 | Train e:  0.8676, T l:  0.3038 | Val e:  0.8667 | Test e:  0.8675 
| Epoch   62 | Train e:  0.8685, T l:  0.3039 | Val e:  0.8672 | Test e:  0.8683 
| Epoch   63 | Train e:  0.8683, T l:  0.3038 | Val e:  0.8669 | Test e:  0.8681 
| Epoch   64 | Train e:  0.8683, T l:  0.3034 | Val e:  0.8672 | Test e:  0.8682 
| Epoch   65 | Train e:  0.8687, T l:  0.3035 | Val e:  0.8669 | Test e:  0.8688 
| Epoch   66 | Train e:  0.8678, T l:  0.3035 | Val e:  0.8667 | Test e:  0.8680 
| Epoch   67 | Train e:  0.8681, T l:  0.3034 | Val e:  0.8669 | Test e:  0.8681 
| Epoch   68 | Train e:  0.8689, T l:  0.3035 | Val e:  0.8675 | Test e:  0.8694 
| Epoch   69 | Train e:  0.8682, T l:  0.3034 | Val e:  0.8664 | Test e:  0.8682 
| Epoch   70 | Train e:  0.8682, T l:  0.3033 | Val e:  0.8663 | Test e:  0.8678 
| Epoch   71 | Train e:  0.8683, T l:  0.3031 | Val e:  0.8670 | Test e:  0.8685 
| Epoch   72 | Train e:  0.8690, T l:  0.3031 | Val e:  0.8675 | Test e:  0.8689 
| Epoch   73 | Train e:  0.8692, T l:  0.3029 | Val e:  0.8675 | Test e:  0.8688 
| Epoch   74 | Train e:  0.8682, T l:  0.3029 | Val e:  0.8662 | Test e:  0.8681 
| Epoch   75 | Train e:  0.8680, T l:  0.3031 | Val e:  0.8662 | Test e:  0.8679 
| Epoch   76 | Train e:  0.8675, T l:  0.3028 | Val e:  0.8656 | Test e:  0.8670 
| Epoch   77 | Train e:  0.8692, T l:  0.3025 | Val e:  0.8675 | Test e:  0.8685 
| Epoch   78 | Train e:  0.8682, T l:  0.3027 | Val e:  0.8668 | Test e:  0.8681 
| Epoch   79 | Train e:  0.8684, T l:  0.3025 | Val e:  0.8665 | Test e:  0.8676 
| Epoch   80 | Train e:  0.8692, T l:  0.3024 | Val e:  0.8676 | Test e:  0.8688 
| Epoch   81 | Train e:  0.8681, T l:  0.3024 | Val e:  0.8663 | Test e:  0.8677 
| Epoch   82 | Train e:  0.8680, T l:  0.3022 | Val e:  0.8659 | Test e:  0.8678 
| Epoch   83 | Train e:  0.8698, T l:  0.3022 | Val e:  0.8678 | Test e:  0.8691 
| Epoch   84 | Train e:  0.8692, T l:  0.3020 | Val e:  0.8670 | Test e:  0.8686 
| Epoch   85 | Train e:  0.8697, T l:  0.3018 | Val e:  0.8673 | Test e:  0.8690 
| Epoch   86 | Train e:  0.8697, T l:  0.3018 | Val e:  0.8669 | Test e:  0.8691 
| Epoch   87 | Train e:  0.8699, T l:  0.3018 | Val e:  0.8675 | Test e:  0.8696 
| Epoch   88 | Train e:  0.8696, T l:  0.3018 | Val e:  0.8671 | Test e:  0.8684 
| Epoch   89 | Train e:  0.8697, T l:  0.3015 | Val e:  0.8670 | Test e:  0.8692 
| Epoch   90 | Train e:  0.8700, T l:  0.3015 | Val e:  0.8676 | Test e:  0.8695 
| Epoch   91 | Train e:  0.8694, T l:  0.3015 | Val e:  0.8667 | Test e:  0.8687 
| Epoch   92 | Train e:  0.8699, T l:  0.3014 | Val e:  0.8674 | Test e:  0.8695 
| Epoch   93 | Train e:  0.8702, T l:  0.3014 | Val e:  0.8670 | Test e:  0.8691 
| Epoch   94 | Train e:  0.8703, T l:  0.3012 | Val e:  0.8675 | Test e:  0.8695 
| Epoch   95 | Train e:  0.8697, T l:  0.3011 | Val e:  0.8672 | Test e:  0.8691 
| Epoch   96 | Train e:  0.8700, T l:  0.3010 | Val e:  0.8667 | Test e:  0.8691 
| Epoch   97 | Train e:  0.8704, T l:  0.3009 | Val e:  0.8673 | Test e:  0.8691 
| Epoch   98 | Train e:  0.8697, T l:  0.3008 | Val e:  0.8668 | Test e:  0.8684 
| Epoch   99 | Train e:  0.8704, T l:  0.3008 | Val e:  0.8671 | Test e:  0.8689 
